bowler_canonical_id,bowler_canonical_name,spells,overs_bowled,legal_balls,runs_conceded,wickets,economy_overall,strike_rate_balls_per_wicket,spell_economy_p10,spell_economy_p50,spell_economy_p90,two_plus_wicket_spell_rate,dot_ball_pct,qualified,expensive_over_rate,last_active_season,is_recently_active
3a922344,Shivank Vashisth,29,29.0,174,163,16,5.621,10.88,1.8,6.0,8.0,0.1034,47.7,True,0.0345,2022,False
2911de16,Hasan Ali,29,29.0,174,232,9,8.0,19.33,2.0,8.0,13.2,0.0,43.68,True,0.1379,2025,True
6d981899,Rana Dutta,29,29.0,174,246,9,8.483,19.33,3.0,7.0,16.0,0.069,36.21,True,0.3103,2022,False
dd6f4040,Shubham Singh,29,29.0,174,240,5,8.276,34.8,3.0,9.0,14.2,0.0,40.23,True,0.2414,2019,False
de33074a,Saransh Jain,29,29.0,174,208,7,7.172,24.86,2.8,6.0,14.2,0.0345,37.36,True,0.1724,2023,False
347fb4e1,Debabrata Pradhan,29,28.67,172,203,9,7.081,19.11,2.0,7.0,12.6,0.0345,42.44,True,0.1379,2021,False
be24ead0,Ramandeep Singh,29,28.33,170,255,14,9.0,12.14,4.4,9.0,14.0,0.069,28.24,True,0.2759,2026,True
fa433be6,M Labuschagne,29,28.17,169,254,12,9.018,14.08,3.0,7.0,18.4,0.069,29.59,True,0.2759,2025,True
f8c7484e,Sachidanand Pandey,29,28.17,169,230,8,8.166,21.12,3.0,7.0,13.0,0.069,37.87,True,0.2759,2021,False
f0e722e0,Usman Shinwari,28,28.0,168,172,8,6.143,21.0,2.0,5.0,14.0,0.0357,45.24,True,0.1786,2018,False
21b9e62b,Shakeeb Ahmed,29,28.0,168,249,9,8.893,18.67,1.8,9.0,14.2,0.0345,41.07,True,0.3793,2019,False
4751caa3,CBRLS Kumara,28,28.0,168,288,12,10.286,14.0,3.7,9.5,16.3,0.0357,35.12,True,0.4286,2026,True
907cb4c1,Amit Yadav,28,28.0,168,150,11,5.357,15.27,0.7,4.0,11.6,0.0357,53.57,True,0.1071,2022,False
fe5f2e48,RL Jangid,28,28.0,168,167,6,5.964,28.0,2.4,6.0,10.3,0.0,39.29,True,0.0714,2018,False
f9d99806,Tajinder Singh,29,28.0,168,215,3,7.679,56.0,2.8,7.0,12.4,0.0,36.31,True,0.1379,2026,True
8528effb,Z Evans,28,28.0,168,281,13,10.036,12.92,4.7,10.0,14.3,0.1071,33.93,True,0.3571,2021,False
537f5ab2,DL Piedt,28,28.0,168,182,7,6.5,24.0,3.0,5.5,11.0,0.0,39.88,True,0.0714,2025,True
9124aa4c,Zuhaib Zubair,28,28.0,168,231,12,8.25,14.0,3.4,8.0,13.3,0.0714,34.52,True,0.1429,2025,True
4329fbb5,SR Watson,28,28.0,168,251,6,8.964,28.0,2.0,9.5,13.0,0.0,33.93,True,0.3571,2018,False
39dd4d6d,Unnikrishnan Manukrishnan,28,28.0,168,193,9,6.893,18.67,2.0,6.0,12.0,0.0357,44.05,True,0.1786,2023,False
abb7c76c,Abrar Ahmed,30,27.83,167,270,5,9.701,33.4,3.96,8.1,17.16,0.0333,27.54,True,0.2188,2026,True
13abdc50,Dhrushant Soni,28,27.67,166,236,11,8.53,15.09,3.7,8.5,14.0,0.0357,33.73,True,0.2857,2022,False
fe2ac1a8,TE Lawes,33,27.5,165,276,8,10.036,20.62,4.8,9.6,15.6,0.0303,31.52,True,0.1515,2026,True
59c8c5b5,Hemang Patel,28,27.33,164,197,10,7.207,16.4,3.0,7.0,13.0,0.0714,37.8,True,0.1071,2023,False
4da2f572,Kilco R Marak,28,27.33,164,220,13,8.049,12.62,2.7,7.0,14.9,0.0714,34.76,True,0.2143,2023,False
e1a867df,DJM Moody,28,27.17,163,239,9,8.798,18.11,2.7,8.0,17.3,0.0357,42.33,True,0.25,2022,False
9f77963a,Gulbadin Naib,28,27.17,163,243,12,8.945,13.58,2.0,8.5,16.6,0.0714,30.06,True,0.1786,2025,True
10f42013,WJ Lubbe,27,27.0,162,213,4,7.889,40.5,2.6,7.0,14.2,0.0,37.65,True,0.2222,2025,True
077da288,CP Singh,27,27.0,162,174,7,6.444,23.14,1.6,6.0,10.8,0.037,40.74,True,0.1111,2020,False
1d8388eb,Amit Mishra,28,27.0,162,220,8,8.148,20.25,1.7,7.5,14.12,0.0,44.44,True,0.3571,2018,False
61e93009,Shivendra Singh,27,27.0,162,224,6,8.296,27.0,3.0,8.0,13.4,0.037,27.78,True,0.1852,2020,False
64959652,Mrinmoy Dutta,27,27.0,162,251,5,9.296,32.4,2.0,7.0,17.8,0.037,38.27,True,0.2963,2023,False
a557333b,VO Lawes,27,27.0,162,277,8,10.259,20.25,3.8,10.0,15.4,0.0741,29.63,True,0.4074,2026,True
3e5dc16b,Gaurav Yadav,27,26.83,161,216,8,8.05,20.12,2.2,7.0,14.0,0.037,43.48,True,0.2963,2022,False
a97c96bf,Vivek Kumar,27,26.83,161,229,4,8.534,40.25,1.0,8.0,17.4,0.0,36.02,True,0.2593,2019,False
ba86aae4,KR Kakade,27,26.83,161,182,8,6.783,20.12,2.0,7.0,10.4,0.0,36.65,True,0.0741,2022,False
9a09c4b2,Sinan Khadir,27,26.67,160,263,7,9.862,22.86,4.6,9.0,16.6,0.0,30.63,True,0.2963,2018,False
3dcd1e8d,ME Milnes,32,26.5,159,277,8,10.453,19.88,3.72,10.2,16.77,0.0312,28.3,True,0.2812,2022,False
d221c0cf,Jagjit Singh,27,26.33,158,176,5,6.684,31.6,2.0,6.0,13.4,0.037,50.63,True,0.1852,2024,False
667f678b,Ghulam Mudassar,26,26.0,156,224,11,8.615,14.18,2.5,9.0,15.0,0.0,34.62,True,0.3077,2026,True
ece7b6b3,PP Hinge,26,26.0,156,305,14,11.731,11.14,4.5,10.5,22.5,0.0385,40.38,True,0.5,2026,True
21d38d47,A Aravinddaraj,26,26.0,156,206,6,7.923,26.0,3.0,7.5,13.5,0.0385,32.05,True,0.2308,2022,False
ddc7a53d,DR Deshmukh,26,26.0,156,258,9,9.923,17.33,5.0,8.0,16.0,0.0385,35.9,True,0.3462,2019,False
5d3d423a,Girinath Reddy,26,26.0,156,186,7,7.154,22.29,3.0,6.5,12.0,0.0385,35.9,True,0.1538,2022,False
a0b76243,T Luus,26,26.0,156,236,9,9.077,17.33,3.5,9.5,15.5,0.0,37.18,True,0.3077,2026,True
5b615e7c,Raghu Sharma,26,26.0,156,218,4,8.385,39.0,4.5,7.5,14.0,0.0,28.85,True,0.2308,2026,True
cc8531c2,Vishal Kushwah,26,26.0,156,255,9,9.808,17.33,5.0,9.5,15.0,0.0,29.49,True,0.3462,2020,False
324a6e1e,Swarajeet Das,26,25.67,154,262,3,10.208,51.33,5.5,10.0,14.0,0.0385,20.13,True,0.4615,2019,False
58be5e46,JA Chohan,27,25.67,154,219,5,8.532,30.8,2.76,9.0,15.24,0.0,25.97,True,0.2222,2025,True
38f548aa,Saurabh Das,26,25.5,153,191,3,7.49,51.0,3.5,7.0,11.5,0.0,33.99,True,0.1154,2021,False
1ac746c8,Atharva Taide,26,25.17,151,138,10,5.483,15.1,1.5,4.0,9.5,0.0385,43.71,True,0.0385,2024,False
cc61ee8f,Gurjapneet Singh,26,25.17,151,233,4,9.258,37.75,4.0,9.0,15.5,0.0,30.46,True,0.2308,2026,True
b19f1fe9,Karan Kaila,25,25.0,150,162,5,6.48,30.0,2.0,6.0,11.8,0.0,38.0,True,0.12,2019,False
cedc1d9a,P Suyal,25,25.0,150,183,5,7.32,30.0,1.4,4.0,16.2,0.0,50.67,True,0.24,2020,False
24e3f53e,Pradipta Pramanik,25,25.0,150,153,12,6.12,12.5,1.4,5.0,12.0,0.08,46.0,True,0.16,2024,False
49dc9cb4,KAR Hodge,25,25.0,150,218,4,8.72,37.5,3.0,9.0,14.8,0.0,35.33,True,0.24,2019,False
eade4650,DJ Mitchell,28,25.0,150,287,6,11.48,25.0,3.0,12.0,18.3,0.0,23.33,True,0.4643,2025,True
734062e6,Umar Nazir,25,25.0,150,194,4,7.76,37.5,3.0,8.0,11.6,0.0,41.33,True,0.12,2020,False
8eaa058c,Amlanjyoti Das,25,25.0,150,200,3,8.0,50.0,4.0,7.0,12.6,0.0,38.67,True,0.16,2021,False
cf495041,Chengkam Sangma,25,25.0,150,152,5,6.08,30.0,2.0,5.0,10.6,0.04,50.67,True,0.08,2023,False
c5eff91b,Chinta Gandhi,24,24.0,144,164,4,6.833,36.0,2.0,7.0,11.0,0.0,39.58,True,0.0833,2022,False
24f6e254,JM James,25,24.0,144,177,13,7.375,11.08,2.4,7.0,12.6,0.08,43.75,True,0.12,2026,True
cc23e91e,JA Warrican,24,24.0,144,214,4,8.917,36.0,4.0,8.5,16.0,0.0,31.25,True,0.375,2025,True
2314745e,Bharat Sharma,24,24.0,144,147,7,6.125,20.57,2.3,5.0,10.7,0.0417,45.83,True,0.0833,2022,False
dbc76c59,Kishan Thokchom,24,24.0,144,237,3,9.875,48.0,3.0,9.0,19.5,0.0,35.42,True,0.25,2021,False
254c7802,Ashish Yadav,24,24.0,144,173,9,7.208,16.0,1.3,8.0,11.4,0.0417,38.19,True,0.125,2018,False
7cc7fe19,Nitin Tanwar,24,23.83,143,166,6,6.965,23.83,2.3,8.0,11.0,0.0,37.76,True,0.0833,2021,False
f2397e48,Codi Yusuf,25,23.67,142,229,5,9.676,28.4,4.0,9.0,16.6,0.0,32.39,True,0.28,2025,True
7ef0c030,Sultan Karim,25,23.5,141,222,8,9.447,17.62,4.0,8.0,19.6,0.0,31.91,True,0.28,2023,False
531f7ccc,Himanshu Sangwan,24,23.33,140,225,5,9.643,28.0,4.0,10.0,14.4,0.0417,25.0,True,0.3333,2021,False
ef18b66e,Taskin Ahmed,24,23.17,139,203,9,8.763,15.44,4.3,8.0,13.4,0.0,48.2,True,0.25,2025,True
0ebb3444,L Scott,24,23.17,139,221,7,9.54,19.86,4.0,9.5,19.5,0.0,33.09,True,0.2917,2025,True
7f8ecc51,AM Phangiso,23,23.0,138,175,10,7.609,13.8,2.2,6.0,14.8,0.0435,36.96,True,0.1739,2023,False
c206d8dc,Lalith Mohan,23,23.0,138,174,4,7.565,34.5,2.0,6.0,13.6,0.0,36.96,True,0.2174,2023,False
cec44e08,SM Sharma,23,23.0,138,205,7,8.913,19.71,3.0,9.0,14.8,0.0435,39.86,True,0.2609,2022,False
dde809f3,Techi Doria,23,23.0,138,192,7,8.348,19.71,4.2,8.0,13.0,0.0435,28.26,True,0.1739,2021,False
7ca5e05d,RS Bopara,23,22.83,137,186,12,8.146,11.42,3.68,8.4,14.32,0.1304,27.74,True,0.1923,2024,False
b51f72a5,SS Agarwal,23,22.83,137,150,9,6.569,15.22,3.0,5.0,13.0,0.0435,37.23,True,0.1739,2023,False
3f61a062,BTJ Wheal,27,22.83,137,209,10,9.153,13.7,4.12,10.0,16.0,0.037,35.04,True,0.1429,2022,False
267468de,N Edward,24,22.67,136,257,10,11.338,13.6,4.95,9.0,21.7,0.0833,35.29,True,0.2917,2026,True
29182be9,K Gaston,23,22.67,136,304,5,13.412,27.2,7.2,13.5,17.0,0.0435,28.68,True,0.6087,2026,True
12b610c2,TM Head,23,22.67,136,194,6,8.559,22.67,5.0,8.0,10.8,0.0,26.47,True,0.087,2026,True
26e5cabf,MK Tiwary,23,22.17,133,179,1,8.075,133.0,3.4,8.0,14.0,0.0,24.81,True,0.1739,2020,False
5bb5a915,M Morkel,22,22.0,132,194,5,8.818,26.4,4.0,8.5,13.0,0.0,30.3,True,0.1818,2020,False
242a9261,Gaurav Gambhir,22,22.0,132,122,5,5.545,26.4,2.0,4.5,9.8,0.0455,44.7,True,0.0909,2020,False
239f7526,Parth Sahani,22,22.0,132,195,6,8.864,22.0,4.1,8.0,14.9,0.0,31.82,True,0.2273,2023,False
b6d95d47,Manvan Patel,22,22.0,132,196,6,8.909,22.0,3.1,8.5,15.8,0.0455,31.06,True,0.2727,2021,False
6a1fc8dd,Pratik Sargade,22,22.0,132,130,4,5.909,33.0,2.1,5.5,10.0,0.0,41.67,True,0.0455,2018,False
3b30b8c4,Amit Verma,22,22.0,132,226,2,10.273,66.0,4.0,8.5,19.8,0.0,24.24,True,0.3636,2020,False
30fc60b5,Vidyadhar Patil,22,22.0,132,175,5,7.955,26.4,3.1,7.5,11.8,0.0,25.76,True,0.1364,2021,False
37fec668,Damodaran Rohit,22,22.0,132,199,4,9.045,33.0,5.1,8.5,15.6,0.0,24.24,True,0.1818,2022,False
e9cb8d60,Nitesh Sedai,22,22.0,132,190,2,8.636,66.0,4.0,8.0,12.9,0.0,29.55,True,0.1818,2023,False
e7e1eeb2,Shreshth Nirmohi,22,22.0,132,206,5,9.364,26.4,2.2,9.0,13.8,0.0,37.88,True,0.2727,2021,False
b03303ca,L Guthrie,22,22.0,132,204,6,9.273,22.0,3.0,7.5,19.9,0.0455,37.88,True,0.2273,2021,False
6e0a2209,B Swanepoel,22,22.0,132,187,7,8.5,18.86,5.0,8.0,14.7,0.0,39.39,True,0.1818,2024,False
b76b2d25,Sachin Kumar,22,21.83,131,156,6,7.145,21.83,3.0,7.0,11.8,0.0455,32.82,True,0.1364,2022,False
4d528d92,Anuj Raj,22,21.67,130,141,10,6.508,13.0,1.0,6.5,11.0,0.0909,51.54,True,0.0909,2022,False
8d6505d3,Yab Niya,23,21.5,129,214,2,9.953,64.5,3.2,9.0,19.4,0.0,33.33,True,0.2609,2023,False
af4a9a0a,J Blades,23,21.5,129,229,7,10.651,18.43,5.0,10.0,20.2,0.0,39.53,True,0.3043,2026,True
2e099662,G Periyaswamy,22,21.33,128,161,9,7.547,14.22,3.0,8.0,11.9,0.0455,35.16,True,0.0909,2020,False
8ae98a8e,JS Louis,22,21.33,128,218,7,10.219,18.29,2.66,9.0,17.7,0.0909,34.38,True,0.4091,2026,True
50c09020,Ashok Sharma,21,21.0,126,228,6,10.857,21.0,4.0,11.0,19.0,0.0,42.86,True,0.4286,2026,True
95a5e066,MG Erasmus,21,21.0,126,146,3,6.952,42.0,3.0,6.0,12.0,0.0,38.1,True,0.1429,2025,True
92780e2f,JU Goolie,21,21.0,126,163,7,7.762,18.0,4.0,8.0,11.0,0.0,39.68,True,0.0476,2026,True
92cf79a8,SR Taylor,21,21.0,126,169,1,8.048,126.0,4.0,8.0,13.0,0.0,30.95,True,0.1429,2024,False
f5180fe6,MG Johnson,21,21.0,126,216,2,10.286,63.0,6.0,10.0,15.0,0.0,36.51,True,0.381,2018,False
f277f531,FD Adams,21,21.0,126,193,6,9.19,21.0,4.0,8.0,13.0,0.0,30.95,True,0.2381,2022,False
85b3fab2,T Stubbs,20,21.0,126,189,8,9.0,15.75,3.54,8.2,13.32,0.15,36.51,True,0.1667,2025,True
4052ab5c,Mohit Jangra,21,21.0,126,161,4,7.667,31.5,4.0,7.0,11.0,0.0,42.06,True,0.0952,2023,False
f7c3d426,CK Holder,21,21.0,126,217,6,10.333,21.0,4.0,9.0,17.0,0.0476,34.13,True,0.4286,2020,False
d718440b,V Pratap Singh,21,21.0,126,187,3,8.905,42.0,3.0,8.0,15.0,0.0,34.92,True,0.1905,2021,False
297b26da,Yashpal Singh,21,20.83,125,143,5,6.864,25.0,3.0,6.0,11.0,0.0,36.8,True,0.0952,2019,False
b54d8acf,Amit Ali,21,20.83,125,114,11,5.472,11.36,2.0,5.0,12.0,0.1429,47.2,True,0.1429,2023,False
9dc27cf0,Pulkit Narang,21,20.67,124,178,6,8.613,20.67,3.0,7.0,13.5,0.0,32.26,True,0.1905,2020,False
895a0ead,Remruatdika Ralte,22,20.67,124,164,3,7.935,41.33,3.0,7.0,14.9,0.0,37.9,True,0.2273,2023,False
e53af640,Shivam Chaudhary,21,20.67,124,141,1,6.823,124.0,3.0,6.0,12.0,0.0,37.9,True,0.0952,2023,False
62a48252,Anish Charak,21,20.67,124,125,2,6.048,62.0,2.0,5.0,11.0,0.0,43.55,True,0.0952,2023,False
9a46c4e5,GD Phillips,22,20.5,123,194,6,9.463,20.5,4.0,9.5,16.98,0.0455,33.33,True,0.3182,2026,True
4c0f3806,BA Raine,25,20.5,123,218,10,10.634,12.3,3.6,10.8,16.8,0.08,33.33,True,0.28,2023,False
c15706c8,VV Gite,21,20.17,121,178,6,8.826,20.17,4.0,7.0,16.0,0.0,38.02,True,0.1905,2019,False
a55e0360,CP Savage,20,20.0,120,168,4,8.4,30.0,4.0,7.5,13.1,0.0,35.0,True,0.25,2024,False
39180894,BC Cullen,21,20.0,120,204,10,10.2,12.0,2.4,9.6,15.6,0.0476,43.33,True,0.2917,2021,False
24ea8cf8,Dippu Sangma,20,20.0,120,119,6,5.95,20.0,2.8,6.0,11.0,0.0,52.5,True,0.05,2021,False
1efd12d1,PR Brown,22,20.0,120,230,7,11.5,17.14,3.84,11.4,17.88,0.0455,23.33,True,0.2917,2024,False
8d92a2c3,MA Wood,20,20.0,120,179,11,8.95,10.91,1.9,9.0,15.2,0.15,45.83,True,0.4,2023,False
0773c16a,TP Kaber,20,20.0,120,161,10,8.05,12.0,2.9,5.5,15.3,0.1,33.33,True,0.25,2024,False
44e58b5b,AA Chakraborty,20,20.0,120,143,2,7.15,60.0,2.9,6.5,13.2,0.0,34.17,True,0.15,2019,False
f78e7113,S Prasanna,20,20.0,120,153,2,7.65,60.0,2.0,6.5,14.0,0.0,35.83,True,0.15,2022,False
c3a96caf,Mandeep Singh,20,20.0,120,150,3,7.5,40.0,3.8,7.5,12.4,0.0,31.67,True,0.15,2020,False
65d905ea,Amod Yadav,20,20.0,120,118,8,5.9,15.0,2.0,5.5,9.0,0.1,51.67,True,0.05,2021,False
3122c016,KI Simmonds,20,20.0,120,149,7,7.45,17.14,3.9,6.5,13.1,0.1,32.5,True,0.2,2024,False
5b9705c4,Ankit Maini,20,20.0,120,121,12,6.05,10.0,2.9,5.0,10.1,0.1,40.83,True,0.05,2018,False
a5b71472,L Bowe,20,20.0,120,167,5,8.35,24.0,4.0,8.0,13.1,0.0,34.17,True,0.25,2019,False
beb2a972,Agrim Tiwari,20,20.0,120,165,9,8.25,13.33,2.9,7.0,15.3,0.1,33.33,True,0.2,2022,False
c8ded7bc,Abhishek Tanwar,20,19.83,119,113,7,5.697,17.0,1.0,5.0,11.58,0.0,53.78,True,0.1,2018,False
3f9ec1d2,C Stow,20,19.83,119,146,6,7.361,19.83,4.0,7.0,12.0,0.05,25.21,True,0.15,2025,True
64c34cd0,Shoaib Malik,21,19.83,119,134,6,6.756,19.83,2.0,7.0,11.0,0.0,39.5,True,0.0476,2021,False
35ccfdd4,Akash Vasisht,20,19.67,118,122,6,6.203,19.67,1.9,5.0,13.2,0.05,41.53,True,0.15,2022,False
773bf733,Vijesh Prabhudessai,20,19.5,117,216,7,11.077,16.71,4.9,10.5,18.0,0.0,34.19,True,0.35,2020,False
bdf7a718,W Prestwidge,21,19.5,117,195,8,10.0,14.62,6.0,9.0,20.0,0.0476,37.61,True,0.2381,2025,True
8e514b4c,Abdul Samad,21,19.5,117,202,3,10.359,39.0,6.0,9.0,20.0,0.0,24.79,True,0.1905,2026,True
61d1a3d3,Shanu Saini,19,19.0,114,105,6,5.526,19.0,2.0,5.0,10.2,0.0,40.35,True,0.0526,2020,False
301762cd,Sumit Lama,19,19.0,114,179,7,9.421,16.29,2.8,9.0,16.2,0.0526,37.72,True,0.3158,2020,False
891b9757,Rahul Batham,19,19.0,114,145,4,7.632,28.5,3.0,7.0,14.4,0.0,28.07,True,0.2105,2024,False
33a364a6,R Bhatia,19,19.0,114,137,6,7.211,19.0,3.8,6.0,12.0,0.0526,23.68,True,0.1579,2018,False
df72675b,P Thamaraikannan,19,19.0,114,157,7,8.263,16.29,4.0,8.0,13.4,0.0526,27.19,True,0.1579,2020,False
a0d832c0,Vinoop Manoharan,19,19.0,114,147,7,7.737,16.29,2.8,8.0,12.4,0.0526,31.58,True,0.1579,2018,False
c2ce55cb,Akash Bhandari,19,19.0,114,138,3,7.263,38.0,3.8,7.0,11.4,0.0,27.19,True,0.1053,2019,False
aed2b202,Arab Gul,19,19.0,114,121,6,6.368,19.0,2.8,5.0,11.0,0.0,37.72,True,0.0526,2025,True
99fdf8c9,RB Bishnoi Jr,19,19.0,114,128,6,6.737,19.0,2.8,7.0,9.6,0.0,33.33,True,0.1053,2023,False
d9079bf7,V M Jivrajani,19,19.0,114,134,6,7.053,19.0,3.8,6.0,10.2,0.0,36.84,True,0.0526,2019,False
99ed60f8,JPR Scantlebury-Searles,19,19.0,114,216,7,11.368,16.29,4.8,12.0,18.0,0.0526,28.07,True,0.5263,2019,False
6ab96cc2,Sonu Yadav,19,19.0,114,142,9,7.474,12.67,2.8,8.0,11.8,0.0,53.51,True,0.1053,2020,False
bae68b09,Ayan Bhattacharjee,19,19.0,114,122,4,6.421,28.5,2.0,7.0,10.2,0.0,37.72,True,0.0526,2019,False
76307fc7,SS Majumder,19,19.0,114,123,6,6.474,19.0,3.0,6.0,11.0,0.0,31.58,True,0.0526,2023,False
1957c6b7,LWP Wells,20,18.67,112,168,3,9.0,37.33,3.6,8.4,13.14,0.0,25.0,True,0.1364,2025,True
17f03e69,Nikhil Kohli,19,18.67,112,170,4,9.107,28.0,1.8,9.0,17.2,0.0,41.96,True,0.2105,2021,False
083e01d9,Matiullah Khan,20,18.67,112,194,5,10.393,22.4,4.0,9.0,18.0,0.0,33.04,True,0.3,2025,True
3c55c703,JG Bethell,19,18.5,111,152,7,8.216,15.86,2.8,8.0,15.6,0.0,29.73,True,0.1429,2025,True
5da34add,MG Hogan,22,18.33,110,185,7,10.091,15.71,3.6,8.4,19.68,0.0,32.73,True,0.1364,2022,False
a7367f83,SK Ismail,19,18.33,110,166,4,9.055,27.5,3.6,9.0,15.0,0.0,25.45,True,0.3684,2020,False
1cc0a83d,J Hull,21,18.33,110,201,3,10.964,36.67,6.0,10.8,16.8,0.0,31.82,True,0.2273,2025,True
ea3a41e0,Aishwarya Mourya,18,18.0,108,155,7,8.611,15.43,2.7,7.5,13.6,0.1111,35.19,True,0.3889,2018,False
5fa06777,IK Pathan,18,18.0,108,151,4,8.389,27.0,2.7,8.0,15.3,0.0,47.22,True,0.3333,2018,False
2009e01b,Krishna Das,18,18.0,108,129,3,7.167,36.0,2.7,6.5,12.0,0.0,44.44,True,0.1667,2018,False
e96801ea,MS Bhandage,18,18.0,108,168,7,9.333,15.43,5.4,9.0,14.2,0.1111,31.48,True,0.1667,2023,False
2d209101,Felix Alemao,18,18.0,108,193,6,10.722,18.0,5.1,9.0,19.5,0.0,37.04,True,0.3333,2023,False
b29f6148,Heramb Parab,18,18.0,108,146,8,8.111,13.5,3.7,8.5,12.3,0.0556,32.41,True,0.1667,2020,False
389ae08a,Puneet Datey,18,18.0,108,126,10,7.0,10.8,2.0,7.0,11.6,0.1111,49.07,True,0.1111,2022,False
35205dfc,DR Smith,18,18.0,108,126,5,7.0,21.6,1.7,7.5,12.0,0.0,44.44,True,0.1667,2019,False
aa3c7a7a,CJ Rocchiccioli,18,18.0,108,154,6,8.556,18.0,4.0,7.5,15.5,0.0556,28.7,True,0.2778,2023,False
4f36495c,Arup Das,18,18.0,108,153,3,8.5,36.0,2.0,8.5,13.3,0.0,49.07,True,0.3889,2020,False
a584021c,MD Ingale,18,18.0,108,158,6,8.778,18.0,4.7,7.5,17.0,0.0556,37.04,True,0.2778,2020,False
12f75dbd,AP Sharma,18,18.0,108,118,4,6.556,27.0,2.7,5.5,12.9,0.0,45.37,True,0.1667,2018,False
aa47439d,Ibrar Ahmad,18,18.0,108,203,4,11.278,27.0,4.7,8.5,19.9,0.0,28.7,True,0.4211,2025,True
54a0e487,Parvez Ahmed,18,18.0,108,180,1,10.0,108.0,6.4,9.0,14.0,0.0,28.7,True,0.2778,2022,False
5222f5fa,H McKenzie,18,18.0,108,138,3,7.667,36.0,2.7,7.5,12.3,0.0556,29.63,True,0.1667,2024,False
dec8e038,J Theron,18,18.0,108,128,5,7.111,21.6,3.7,6.0,12.0,0.0556,50.0,True,0.1667,2023,False
607c846c,W Parker,18,18.0,108,185,1,10.278,108.0,6.0,9.0,15.9,0.0,21.3,True,0.3889,2022,False
eb46e18d,TS Saha,18,17.83,107,151,6,8.467,17.83,3.88,8.0,13.2,0.0,31.78,True,0.2222,2020,False
c4ab5dd8,A Palkar,18,17.83,107,117,9,6.561,11.89,1.7,5.5,12.2,0.0556,47.66,True,0.1111,2021,False
dc9dd038,Sachin Baby,18,17.67,106,128,5,7.245,21.2,3.7,6.5,12.6,0.0,33.96,True,0.1111,2021,False
dd73b2ff,AR Pandey,18,17.5,105,160,2,9.143,52.5,3.7,10.0,14.0,0.0,34.29,True,0.3889,2023,False
d4d929b0,V Kaverappa,18,17.5,105,123,7,7.029,15.0,1.0,7.0,13.2,0.0,50.48,True,0.1667,2024,False
18956346,Susheel Kumar,18,17.33,104,154,3,8.885,34.67,2.7,8.5,18.2,0.0,34.62,True,0.1667,2023,False
393f2ae3,RD John,18,17.17,103,213,3,12.408,34.33,8.0,11.5,18.2,0.0,29.13,True,0.3889,2024,False
fdc1ac0f,Hazrat Luqman,17,17.0,102,152,5,8.941,20.4,3.8,9.0,14.6,0.0588,42.16,True,0.1765,2022,False
76388dc8,S Badree,17,17.0,102,135,4,7.941,25.5,3.2,7.0,12.6,0.0,39.22,True,0.1176,2018,False
ab922bd0,Abhilash Gogoi,17,17.0,102,114,4,6.706,25.5,1.0,7.0,11.6,0.0,41.18,True,0.1176,2019,False
ed90abe4,AP Devcich,17,17.0,102,145,3,8.529,34.0,3.6,9.0,14.8,0.0588,45.1,True,0.2353,2018,False
00852db7,Rohit Dangwal,17,17.0,102,124,4,7.294,25.5,3.6,6.0,11.0,0.0,32.35,True,0.0588,2018,False
ad72e8cc,Lakhan Singh,17,17.0,102,145,5,8.529,20.4,2.6,9.0,13.4,0.0,38.24,True,0.2941,2021,False
5a004050,Deepak Punia,17,17.0,102,153,3,9.0,34.0,4.6,8.0,15.0,0.0,37.25,True,0.2941,2021,False
94253925,GH Vihari,17,17.0,102,126,4,7.412,25.5,3.0,7.0,11.6,0.0588,26.47,True,0.1176,2021,False
378daa89,Aman Hakim Khan,17,17.0,102,138,4,8.118,25.5,3.0,8.0,13.0,0.0,42.16,True,0.2353,2022,False
b7b09ba5,S Descarte,17,17.0,102,149,4,8.765,25.5,4.0,8.0,15.2,0.0,33.33,True,0.2941,2026,True
339bda40,Krishan Alang,17,17.0,102,128,7,7.529,14.57,2.6,8.0,11.8,0.0588,33.33,True,0.1176,2021,False
9385de2e,SS Prabhudessai,17,17.0,102,129,2,7.588,51.0,3.2,7.0,12.2,0.0,25.49,True,0.1176,2022,False
fb3e0d39,C Karunaratne,17,16.67,100,176,3,10.56,33.33,5.6,9.0,19.2,0.0,29.0,True,0.2941,2022,False
bdadf7da,JL Denly,17,16.67,100,135,3,8.1,33.33,3.6,8.0,13.2,0.0588,31.0,True,0.1765,2023,False
c672e80e,J Clark,20,16.67,100,183,6,10.98,16.67,3.36,11.4,16.8,0.0,33.0,True,0.4,2026,True
23f94c02,J Drysdale,17,16.17,97,160,3,9.897,32.33,4.0,10.0,19.8,0.0,31.96,True,0.2353,2025,True
e871a7a1,BW Sanderson,17,16.17,97,153,4,9.464,24.25,4.56,9.6,14.88,0.0,34.02,True,0.2,2026,True
42046ec9,Amiangshu Sen,16,16.0,96,136,7,8.5,13.71,3.5,8.5,14.0,0.125,31.25,True,0.375,2019,False
be85b12d,RA Lewis,16,16.0,96,124,5,7.75,19.2,3.0,6.5,14.5,0.0,36.46,True,0.25,2020,False
8be36d3e,Sarfaraz Ashraf,16,16.0,96,137,5,8.562,19.2,4.5,7.5,13.0,0.0,29.17,True,0.1875,2019,False
